using device: cuda
Run: plr_p50_1000
       4 (0,4)    -0.804    -0.804    -0.000
       5 (0,5)    -2.420    -2.420    -0.000
       6 (1,0)    -1.195    -1.195    +0.000
       7 (1,1)    -1.582    -1.582    +0.000
       8 (1,2)    -0.010    -0.409    +0.399
       9 (1,3)    -0.607    -0.607    -0.000
      10 (1,4)    -0.607    -1.000    +0.393
      11 (1,5)    -0.804    -1.195    +0.391
      12 (2,0)    -0.423    -0.423    -0.000
      13 (2,1)    -0.995    -0.995    -0.000
      14 (2,2)    -4.202    -4.202    -0.000
      15 (2,3)    -0.804    -0.804    -0.000
      16 (2,4)    -0.995    -0.995    -0.000
      17 (2,5)    -1.195    -1.195    +0.000
      18 (3,0)    -1.000    -1.000    -0.000
      19 (3,1)    -0.010    -0.010    -0.000
      20 (3,2)    -0.409    -0.409    -0.000
      21 (3,3)    -1.384    -1.384    -0.000
      22 (3,4)    -0.607    -0.804    +0.197
      23 (3,5)    -2.937    -4.679    +1.742
      24 (4,0)    -0.413    -0.413    -0.000
      25 (4,1)    -0.799    -0.799    -0.000
      26 (4,2)    -1.004    -1.004    -0.000
      27 (4,3)    -0.804    -0.804    +0.000
      28 (4,4)    -2.292    -2.292    +0.000
      29 (4,5)    -2.283    -2.283    +0.000
      30 (5,0)    -1.750    -1.750    -0.000
      31 (5,1)    -0.804    -0.804    +0.000
      32 (5,2)    -2.103    -2.103    -0.000
      33 (5,3)    -2.776    -2.776    -0.000
      34 (5,4)    -1.899    -4.123    +2.224
      35 (5,5)    -2.131    -2.131    -0.000
          mean    -1.383    -1.548    +0.165
Image(value=b'GIF89aU\x02\xe5\x02\x83\x00\x00\xd5\xed\xed\xff\xaa^|\xa2\xc2\x95\xa0h\xd0\x81Y\x8diz\x9bNNBk\xa1Tpd...', format='gif')
 env (row,col)   optimal  achieved    regret
       0 (0,0)    -5.024    -5.024    -0.000
       1 (0,1)    -5.024    -5.071    +0.047
       2 (0,2)    -5.024    -5.261    +0.237
          mean    -5.024    -5.118    +0.095
Image(value=b'GIF89a,\x01~\x00\x83\x00\x00\xd5\xed\xed\xff\xaa^|\xa2\xc2\x95\xa0h\xd0\x81Y\x8diz\x9bNNTpdTNhBk\xa1...', format='gif')
wrote 201 eval rows x 56 cols -> history_eval_plr_p50_1000.csv
