ppo/return             regret/generate       step   grad_step  rollout_step  branch  num_generate_steps  num_replay_updates  buffer/mean_score    buffer/max_score    buffer/mean_urns  buffer/max_urns  eval/random/optimal  eval/random/greedy/regret  eval/random/greedy/max_regret  eval/random/greedy/solved  eval/random/greedy/break  eval/random/greedy/achieved  eval/random/stochastic/regret  eval/random/stochastic/max_regret  eval/random/stochastic/solved  eval/random/stochastic/break  eval/random/stochastic/achieved  eval/walls/optimal  eval/walls/greedy/regret  eval/walls/greedy/max_regret  eval/walls/greedy/solved  eval/walls/greedy/break  eval/walls/greedy/achieved  eval/walls/stochastic/regret  eval/walls/stochastic/max_regret  eval/walls/stochastic/solved  eval/walls/stochastic/break  eval/walls/stochastic/achieved  ppo/loss                 ppo/loss-actor           ppo/loss-critic        ppo/entropy          ppo/actor-clip        ppo/critic-clip        ppo/actor-kl1          ppo/actor-kl3           regret/replay
-2.222696304321289     nan                   100    50.0       50.0          1.0     50                  51                  4.224005222320557    10.464054107666016  1.83929443359375  11.0             1.3644530773162842   2.3139853477478027         6.535123825073242              0.0537109375               0.00341796875             -0.9495322108268738          1.492975115776062              7.844125747680664                  0.04931640625                  0.060546875                   -0.12852196395397186             1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         4.170109272003174             5.519608020782471                 0.0                           1.0                          -2.2873003482818604             0.022280588978901505     -0.004832218248338904    0.08195065357722342    1.3862519636750221   0.13812637329101562   0.3245048522949219     0.0029931097305961885  0.0028529238552437164   6.588095188140869
-0.018186848610639572  1.3354419469833374    110    55.0       55.0          0.0     55                  56                  4.0547776222229      10.797025680541992  1.82855224609375  11.0             1.3644530773162842   2.3083789348602295         6.63553524017334               0.0576171875               0.00146484375             -0.9439260959625244          1.341552495956421              6.738343238830566                  0.05078125                     0.048828125                   0.022900570183992386             1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         4.168424129486084             5.092286586761475                 0.0                           1.0                          -2.2856149673461914             nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
-2.493663787841797     nan                   120    60.0       60.0          1.0     56                  65                  3.5147171020507812   8.95211410522461    1.79656982421875  11.0             1.3644530773162842   2.258251190185547          6.535123825073242              0.06982421875              0.0029296875              -0.8937979936599731          1.122833013534546              6.323695182800293                  0.0810546875                   0.06005859375                 0.24162009358406067              1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         3.39776873588562              4.376075744628906                 0.0                           1.0                          -1.514959454536438              0.0017834316822700202    -0.006775932437449228    0.041651570121757686   1.2266421131789684   0.2277679443359375    0.3191814422607422     0.00865638225877774    0.008690336628205841    4.0676374435424805
0.211418017745018      1.0998401641845703    130    65.0       65.0          0.0     63                  68                  3.5679750442504883   9.429540634155273   1.81805419921875  11.0             1.3644530773162842   2.2767088413238525         6.535123825073242              0.0634765625               0.00439453125             -0.9122557044029236          1.109019160270691              5.952905178070068                  0.09423828125                  0.06103515625                 0.25543397665023804              1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         3.5374748706817627            4.376075744628906                 0.0                           1.0                          -1.6546658277511597             nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
0.3430154025554657     0.9882522821426392    140    70.0       70.0          0.0     69                  72                  3.4856224060058594   8.214951515197754   1.84991455078125  11.0             1.3644530773162842   2.192347526550293          6.6388444900512695             0.09130859375              0.005859375               -0.8278944492340088          0.9911563992500305             4.963966369628906                  0.10791015625                  0.06103515625                 0.3732966184616089               1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         3.662067174911499             4.376075744628906                 0.0                           1.0                          -1.779257893562317              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
0.5042444467544556     0.8234705924987793    150    75.0       75.0          0.0     74                  77                  3.33431339263916     9.181180953979492   1.88494873046875  11.0             1.3644530773162842   2.041977882385254          6.535123825073242              0.14208984375              0.0078125                 -0.677524745464325           0.8109115958213806             5.665694236755371                  0.138671875                    0.06689453125                 0.5535414814949036               1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         3.042579412460327             4.37996768951416                  0.0                           1.0                          -1.1597700119018555             nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
2.7897229194641113     nan                   160    80.0       80.0          1.0     76                  85                  2.866349697113037    7.396862506866455   1.89471435546875  11.0             1.3644530773162842   1.8211157321929932         6.535123825073242              0.21728515625              0.0068359375              -0.45666271448135376         0.6607266068458557             5.319436073303223                  0.19677734375                  0.0712890625                  0.7037264704704285               1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         4.235604763031006             5.524482727050781                 0.0                           1.0                          -2.3527956008911133             0.023987688386114314     -0.0010465822524565738   0.06758801988326013    0.8759739343076944   0.25633811950683594   0.5356025695800781     0.008312151760037523   0.008326649913215078    2.732973098754883
0.0645216628909111     nan                   170    85.0       85.0          1.0     82                  89                  2.8527474403381348   7.080648899078369   1.974853515625    11.0             1.3644530773162842   1.7516639232635498         6.535123825073242              0.2421875                  0.00537109375             -0.3872109055519104          0.5917507410049438             5.317996025085449                  0.2099609375                   0.05224609375                 0.7727025151252747               1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         3.3842954635620117            4.3838396072387695                0.0                           1.0                          -1.5014863014221191             0.014810384920565411     -0.001856378101365408    0.05516225367318839    1.091436430811882    0.17665863037109375   0.43227386474609375    0.005049907776992768   0.00497216858639149     2.917811155319214
1.6019338369369507     nan                   180    90.0       90.0          1.0     86                  95                  2.6516225337982178   7.2159881591796875  2.02581787109375  11.0             1.3644530773162842   1.5332072973251343         6.535123825073242              0.318359375                0.0078125                 -0.1687541902065277          0.5082893967628479             5.461189270019531                  0.23486328125                  0.046875                      0.8561636805534363               1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         2.7674827575683594            3.768106460571289                 0.0                           1.0                          -0.8846734166145325             0.007641086616786197     -0.0006560630972671788   0.03159389743814245    0.7499799113720655   0.2028350830078125    0.4752979278564453     0.004352797011961229   0.004451541128219105    3.425670623779297
0.17786523699760437    nan                   190    95.0       95.0          1.0     90                  101                 2.486240863800049    7.858196258544922   2.0823974609375   11.0             1.3644530773162842   1.3647222518920898         6.535123825073242              0.373046875                0.0087890625              -0.0002692807465791702       0.45773422718048096            4.458498001098633                  0.2724609375                   0.0498046875                  0.9067188501358032               1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         2.892117738723755             3.1660187244415283                0.0                           0.6666666865348816           -1.0093086957931519             0.0033801050449255854    -0.003668566747364821    0.030235431157052517   0.8069043960422277   0.1998424530029297    0.38410377502441406    0.007318506992305629   0.007087027304805815    3.8457276821136475
-1.4053313732147217    nan                   200    100.0      100.0         1.0     96                  105                 2.4479081630706787   6.446858882904053   2.14691162109375  11.0             1.3644530773162842   1.1890017986297607         6.535123825073242              0.44873046875              0.01025390625             0.17545121908187866          0.43724021315574646            4.943317413330078                  0.29541015625                  0.05078125                    0.9272128939628601               1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         2.2316341400146484            2.7187979221343994                0.0                           1.0                          -0.3488248288631439             0.009454976243432611     0.0005599025753326714    0.04173435992561281    1.1972106620669365   0.17522811889648438   0.6577186584472656     0.005636561138089746   0.0057682130500325      2.3538591861724854
0.9606868624687195     0.37321987748146057   210    105.0      105.0         0.0     98                  113                 2.2344343662261963   7.245675563812256   2.12884521484375  11.0             1.3644530773162842   1.057608962059021          6.535123825073242              0.50634765625              0.0068359375              0.3068441152572632           0.36246126890182495            3.5472071170806885                 0.3427734375                   0.04052734375                 1.001991868019104                1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         2.701267957687378             3.768106460571289                 0.0                           1.0                          -0.8184588551521301             nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
-4.298463821411133     nan                   220    110.0      110.0         1.0     103                 118                 2.1895322799682617   6.054067134857178   2.178955078125    11.0             1.3644530773162842   1.1234551668167114         6.535123825073242              0.4775390625               0.0087890625              0.2409978210926056           0.3364492356777191             3.903611183166504                  0.35498046875                  0.03857421875                 1.0280039310455322               1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         2.876910448074341             4.464345455169678                 0.0                           1.0                          -0.994101345539093              0.08273434871807694      -0.0004416678748384584   0.1861175405792892     0.9882753230631351   0.15256118774414062   0.2720012664794922     0.003542235448549036   0.003498931728245225    3.871493101119995
1.005394458770752      0.32228660583496094   230    115.0      115.0         0.0     110                 121                 2.2220051288604736   5.971656799316406   2.236572265625    11.0             1.3644530773162842   0.9701219797134399         6.307884693145752              0.52099609375              0.00927734375             0.394331157207489            0.32017427682876587            4.947262763977051                  0.3779296875                   0.03369140625                 1.044278860092163                1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         2.419541120529175             2.9881343841552734                0.0                           1.0                          -0.5367319583892822             nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.0110418796539307     0.31001490354537964   240    120.0      120.0         0.0     115                 126                 2.1848063468933105   5.699405193328857   2.2652587890625   11.0             1.3644530773162842   0.9896311163902283         6.206322193145752              0.5146484375               0.0087890625              0.37482208013534546          0.3065326511859894             4.947262763977051                  0.3876953125                   0.03271484375                 1.0579204559326172               1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         2.6808032989501953            3.768106460571289                 0.0                           1.0                          -0.7979941368103027             nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.1138283014297485     0.24242308735847473   250    125.0      125.0         0.0     118                 133                 2.076220750808716    5.571475982666016   2.26251220703125  11.0             1.3644530773162842   0.7214576005935669         6.206322193145752              0.6435546875               0.0078125                 0.6429955363273621           0.2522009015083313             4.943317413330078                  0.4462890625                   0.02978515625                 1.1122522354125977               1.8828092813491821  2.980543851852417         3.528801918029785             0.0                       0.0                      -1.0977344512939453         1.3475055694580078            1.9145457744598389                0.0                           1.0                          0.5353037714958191              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
-4.66679048538208      nan                   260    130.0      130.0         1.0     125                 136                 2.0612354278564453   5.486901760101318   2.3114013671875   11.0             1.3644530773162842   0.684861958026886          6.206322193145752              0.66748046875              0.00634765625             0.6795911192893982           0.2511838376522064             4.943317413330078                  0.4609375                      0.03076171875                 1.1132692098617554               1.8828092813491821  2.323687791824341         2.9123167991638184            0.0                       0.3333333432674408       -0.4408785402774811         1.2671724557876587            1.7959574460983276                0.0                           1.0                          0.6156367659568787              0.03913658927194774      0.005185018122574547     0.0918903078418225     1.1993583217263222   0.23821449279785156   0.28930091857910156    0.005999997647450073   0.00618510468484601     3.89811110496521
1.0792150497436523     0.25041788816452026   270    135.0      135.0         0.0     133                 138                 2.1270391941070557   5.796682357788086   2.3326416015625   11.0             1.3644530773162842   0.6946625709533691         8.798763275146484              0.66357421875              0.0068359375              0.6697906255722046           0.24894915521144867            3.730882167816162                  0.45947265625                  0.02734375                    1.1155040264129639               1.8828092813491821  1.6668319702148438        2.5005125999450684            0.0                       0.6666666865348816       0.21597735583782196         1.125083565711975             1.5791276693344116                0.0                           1.0                          0.757725715637207               nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
0.023434488102793694   nan                   280    140.0      140.0         1.0     138                 143                 2.029972791671753    5.418306350708008   2.3553466796875   11.0             1.3644530773162842   0.6846275925636292         6.206322193145752              0.6640625                  0.005859375               0.6798255443572998           0.22385336458683014            3.730882167816162                  0.4921875                      0.02783203125                 1.1405997276306152               1.8828092813491821  2.323687791824341         2.9123167991638184            0.0                       0.3333333432674408       -0.4408785402774811         1.2054541110992432            1.6469831466674805                0.0                           1.0                          0.6773551106452942              -0.00012397184036672115  -0.006121807669842383    0.02326039649778977    0.5632362551987171   0.14394378662109375   0.3743324279785156     0.0040481722899130546  0.004167231691099005    2.656680107116699
0.28529441356658936    nan                   290    145.0      145.0         1.0     144                 147                 2.033658266067505    5.4347758293151855  2.35076904296875  11.0             1.3644530773162842   0.5993332266807556         5.701757431030273              0.7080078125               0.00830078125             0.7651198506355286           0.21813209354877472            4.947262763977051                  0.50439453125                  0.02783203125                 1.1463210582733154               1.8828092813491821  1.6668319702148438        2.5005125999450684            0.0                       0.6666666865348816       0.21597735583782196         1.111346960067749             1.5696877241134644                0.0                           1.0                          0.7714622616767883              0.006858291249955073     -0.0019336391087563243   0.03183845279272646    0.7127296216785908   0.15362930297851562   0.4086799621582031     0.003961266127589624   0.003917596033716109    1.728973627090454
2.331480026245117      nan                   300    150.0      150.0         1.0     149                 152                 2.0080790519714355   6.451281547546387   2.34619140625     11.0             1.3644530773162842   0.6599945425987244         6.109501361846924              0.68115234375              0.0078125                 0.7044585943222046           0.20900069177150726            3.4611806869506836                 0.52099609375                  0.02734375                    1.1554524898529053               1.8828092813491821  1.6668319702148438        2.5005125999450684            0.0                       0.6666666865348816       0.21597735583782196         1.155741810798645             1.5696877241134644                0.0                           1.0                          0.7270675301551819              0.00466203413088806      -0.0017010667015711078   0.03235362097620964    0.9813709855079651   0.28670310974121094   0.6692428588867188     0.008233820495661348   0.008132249691698235    3.3748018741607666
1.0984244346618652     0.2214403748512268    310    155.0      155.0         0.0     154                 157                 2.010211944580078    5.044809341430664   2.336181640625    11.0             1.3644530773162842   0.7124472856521606         6.535123825073242              0.669921875                0.0068359375              0.6520058512687683           0.22458700835704803            4.947262763977051                  0.5126953125                   0.03125                       1.1398661136627197               1.8828092813491821  1.6668319702148438        2.5005125999450684            0.0                       0.6666666865348816       0.21597735583782196         1.2083425521850586            1.5696877241134644                0.0                           1.0                          0.6744667887687683              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.1164287328720093     0.20904289186000824   320    160.0      160.0         0.0     161                 160                 2.0286996364593506   5.483345031738281   2.35919189453125  11.0             1.3644530773162842   0.638145387172699          6.235342979431152              0.69873046875              0.0068359375              0.7263076901435852           0.20318804681301117            4.947262763977051                  0.52490234375                  0.025390625                   1.1612650156021118               1.8828092813491821  2.323687791824341         2.9123167991638184            0.0                       0.3333333432674408       -0.4408785402774811         1.211489200592041             1.5791276693344116                0.0                           1.0                          0.6713201403617859              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.13004469871521       0.21444955468177795   330    165.0      165.0         0.0     166                 165                 2.014357566833496    5.51812744140625    2.37115478515625  11.0             1.3644530773162842   0.5464129447937012         6.235342979431152              0.73095703125              0.00732421875             0.818040132522583            0.20848767459392548            3.321030616760254                  0.5205078125                   0.02783203125                 1.1559653282165527               1.8828092813491821  3.7122535705566406        4.62636661529541              0.0                       0.6666666865348816       -1.8294440507888794         1.3280270099639893            1.5791276693344116                0.0                           1.0                          0.5547822117805481              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.2002320289611816     nan                   340    170.0      170.0         1.0     172                 169                 2.004336357116699    5.255001544952393   2.39654541015625  11.0             1.3644530773162842   0.490074098110199          5.560693264007568              0.7587890625               0.0068359375              0.8743789792060852           0.2025631219148636             3.5904269218444824                 0.53564453125                  0.02734375                    1.161889910697937                1.8828092813491821  3.7122535705566406        4.62636661529541              0.0                       0.6666666865348816       -1.8294440507888794         1.4433526992797852            1.6741441488265991                0.0                           1.0                          0.4394564628601074              -0.0034122771030524746   -0.001130697415646864    0.01589623448671773    1.0229697190225124   0.13689422607421875   0.30135345458984375    0.003162179928040132   0.0030293685867945896   1.6914467811584473
3.6632795333862305     nan                   350    175.0      175.0         1.0     174                 177                 1.9325997829437256   6.106321334838867   2.38055419921875  12.0             1.3644530773162842   0.519240140914917          5.560693264007568              0.74267578125              0.005859375               0.845212996006012            0.207916721701622              3.730882167816162                  0.53515625                     0.03173828125                 1.156536340713501                1.8828092813491821  4.078108310699463         4.62636661529541              0.0                       1.0                      -2.195298910140991          1.2632646560668945            1.6741441488265991                0.0                           1.0                          0.6195445656776428              0.016735309895011596     0.003530653608322609     0.03872376144863665    0.6157224513590336   0.16811752319335938   0.4346466064453125     0.009029132945215679   0.009101774678129004    1.8254756927490234
1.1601519584655762     0.1786315143108368    360    180.0      180.0         0.0     180                 181                 1.9671175479888916   5.830758094787598   2.37786865234375  12.0             1.3644530773162842   0.39569103717803955        5.560693264007568              0.79248046875              0.00732421875             0.9687620401382446           0.18345201015472412            3.504757881164551                  0.544921875                    0.0244140625                  1.1810009479522705               1.8828092813491821  2.0508248805999756        3.598076820373535             0.0                       1.0                      -0.168015718460083          1.1755465269088745            1.6741441488265991                0.0                           1.0                          0.7072626948356628              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
-0.6723864078521729    nan                   370    185.0      185.0         1.0     184                 187                 1.9401624202728271   5.672099590301514   2.37841796875     12.0             1.3644530773162842   0.37874752283096313        5.530405044555664              0.796875                   0.00634765625             0.9857056140899658           0.17406854033470154            3.47222900390625                   0.56396484375                  0.0244140625                  1.1903846263885498               1.8828092813491821  1.0487416982650757        1.6027790307998657            0.0                       1.0                      0.8340675830841064          1.330384373664856             1.6741441488265991                0.0                           1.0                          0.5524249076843262              0.032432265346869826     0.007931189637019997     0.06752869510091841    0.926327221095562    0.43210601806640625   0.6799201965332031     0.010235541868269138   0.010302233291440643    4.966675281524658
-3.598311185836792     nan                   380    190.0      190.0         1.0     187                 194                 1.9023910760879517   5.134000778198242   2.36865234375     12.0             1.3644530773162842   0.40978437662124634        5.560693264007568              0.78125                    0.005859375               0.9546687602996826           0.17785537242889404            2.749058246612549                  0.5625                         0.01953125                    1.1865977048873901               1.8828092813491821  1.4626485109329224        1.8335477113723755            0.0                       1.0                      0.4201606810092926          1.2995532751083374            1.7612651586532593                0.0                           1.0                          0.5832559466362                 0.06363731517922133      -0.00016661429253872484  0.14768599905073643    1.0039070155471563   0.23662757873535156   0.4638957977294922     0.010887247204664163   0.010315896241081646    2.7822751998901367
4.752938270568848      nan                   390    195.0      195.0         1.0     190                 201                 1.8905055522918701   5.812987327575684   2.3682861328125   12.0             1.3644530773162842   0.4204955995082855         5.560693264007568              0.77978515625              0.0048828125              0.943957507610321            0.1761452853679657             3.4501872062683105                 0.572265625                    0.02294921875                 1.188307762145996                1.8828092813491821  1.037183403968811         1.5854415893554688            0.0                       1.0                      0.8456258773803711          1.159045934677124             1.7408889532089233                0.0                           1.0                          0.7237632870674133              0.012560708913952112     0.007231304851302411     0.020410739176440984   0.4875965481624007   0.1361522674560547    0.30201148986816406    0.005911724060752022   0.0056430917657053214   1.4815937280654907
1.1416505575180054     0.18858453631401062   400    200.0      200.0         0.0     193                 208                 1.8948910236358643   5.936161518096924   2.35772705078125  12.0             1.3644530773162842   0.4974035918712616         5.560693264007568              0.74755859375              0.0078125                 0.8670495748519897           0.18371842801570892            2.749058246612549                  0.58154296875                  0.02734375                    1.180734634399414                1.8828092813491821  1.037183403968811         1.5854415893554688            0.0                       1.0                      0.8456258773803711          1.1115447282791138            1.6741441488265991                0.0                           1.0                          0.7712644934654236              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
2.6053781509399414     nan                   410    205.0      205.0         1.0     196                 215                 1.8752270936965942   5.111342430114746   2.3551025390625   12.0             1.3644530773162842   0.3708980083465576         5.560693264007568              0.8076171875               0.01513671875             0.9935551285743713           0.16353601217269897            4.114306926727295                  0.60595703125                  0.03076171875                 1.20091712474823                 1.8828092813491821  1.4626485109329224        1.8335477113723755            0.0                       1.0                      0.4201606810092926          1.1169885396957397            1.6741441488265991                0.0                           1.0                          0.7658207416534424              0.010093848148244433     -0.0036552915153151844   0.03553380211815238    0.40177614241838455  0.09927558898925781   0.37296485900878906    0.0039158418658189476  0.003916473699064227    1.6333495378494263
1.6539719104766846     nan                   420    210.0      210.0         1.0     200                 221                 1.9017271995544434   4.773777008056641   2.35675048828125  12.0             1.3644530773162842   0.4459565281867981         5.560693264007568              0.771484375                0.01513671875             0.9184966087341309           0.17175742983818054            3.8911285400390625                 0.57861328125                  0.0322265625                  1.1926956176757812               1.8828092813491821  1.037183403968811         1.5854415893554688            0.0                       1.0                      0.8456258773803711          1.1165603399276733            1.6741441488265991                0.0                           1.0                          0.766248881816864               0.004692254937253892     0.0022707370517309755    0.014349461707752198   0.4753213105723262   0.16783714294433594   0.3239917755126953     0.006604887057619635   0.0065698733742465265   2.2111475467681885
