ppo/return             regret/generate       step   grad_step  rollout_step  branch  num_generate_steps  num_replay_updates  buffer/mean_score    buffer/max_score    buffer/mean_urns  buffer/max_urns  eval/random/optimal  eval/random/greedy/regret  eval/random/greedy/max_regret  eval/random/greedy/solved  eval/random/greedy/break  eval/random/greedy/achieved  eval/random/stochastic/regret  eval/random/stochastic/max_regret  eval/random/stochastic/solved  eval/random/stochastic/break  eval/random/stochastic/achieved  eval/walls/optimal  eval/walls/greedy/regret  eval/walls/greedy/max_regret  eval/walls/greedy/solved  eval/walls/greedy/break  eval/walls/greedy/achieved  eval/walls/stochastic/regret  eval/walls/stochastic/max_regret  eval/walls/stochastic/solved  eval/walls/stochastic/break  eval/walls/stochastic/achieved  ppo/loss                 ppo/loss-actor           ppo/loss-critic        ppo/entropy          ppo/actor-clip        ppo/critic-clip        ppo/actor-kl1          ppo/actor-kl3           regret/replay
1.172907829284668      0.15737885236740112   440    220.0      220.0         0.0     209                 232                 1.9554353952407837   5.116159439086914   2.34954833984375  12.0             1.3644530773162842   0.53188556432724           5.560693264007568              0.73681640625              0.013671875               0.8325676321983337           0.16908767819404602            2.9906647205352783                 0.5908203125                   0.0302734375                  1.1953654289245605               1.8828092813491821  1.037183403968811         1.5854415893554688            0.0                       1.0                      0.8456258773803711          1.102289080619812             1.6741441488265991                0.0                           1.0                          0.7805202603340149              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
-0.6915042400360107    nan                   450    225.0      225.0         1.0     213                 238                 1.9587863683700562   6.281490325927734   2.3463134765625   12.0             1.3644530773162842   0.5940189361572266         5.560693264007568              0.7119140625               0.01318359375             0.7704340815544128           0.1770196557044983             4.429122447967529                  0.5869140625                   0.03173828125                 1.1874334812164307               1.8828092813491821  1.037183403968811         1.5854415893554688            0.0                       1.0                      0.8456258773803711          1.1751073598861694            1.7645456790924072                0.0                           1.0                          0.7077018618583679              0.0003161515778629109    0.0027275122520222794    0.016224448307184502   1.0523584950715303   0.32372283935546875   0.44211387634277344    0.01480853596876841    0.014460777521890122    2.3068158626556396
1.155282735824585      0.17354373633861542   460    230.0      230.0         0.0     217                 244                 1.9676530361175537   5.540423393249512   2.34161376953125  12.0             1.3644530773162842   0.800470232963562          6.535123825073242              0.6337890625               0.0126953125              0.5639829635620117           0.1758507341146469             3.011000156402588                  0.560546875                    0.0302734375                  1.1886024475097656               1.8828092813491821  1.6849702596664429        2.5005125999450684            0.0                       0.6666666865348816       0.19783909618854523         1.2055047750473022            1.5791276693344116                0.0                           1.0                          0.6773044466972351              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
-0.19931042194366455   nan                   470    235.0      235.0         1.0     222                 249                 1.9885163307189941   7.9966630935668945  2.34228515625     12.0             1.3644530773162842   0.6975516676902771         6.535123825073242              0.662109375                0.013671875               0.6669014692306519           0.19403812289237976            3.5665054321289062                 0.53662109375                  0.0400390625                  1.170414924621582                1.8828092813491821  1.6849702596664429        2.5005125999450684            0.0                       0.6666666865348816       0.19783909618854523         1.849631905555725             2.7147598266601562                0.0                           1.0                          0.03317733481526375             0.07093328889459372      0.0008605539514974225    0.15070920763537288    0.5281869126483798   0.20647811889648438   0.7445812225341797     0.009349396932520904   0.009242094805813394    5.971776008605957
1.154709815979004      0.18313729763031006   480    240.0      240.0         0.0     227                 254                 2.0200109481811523   4.780436992645264   2.3389892578125   12.0             1.3644530773162842   0.5726266503334045         6.535123825073242              0.69970703125              0.01611328125             0.7918264865875244           0.1888272613286972             3.018764019012451                  0.55126953125                  0.04052734375                 1.1756259202957153               1.8828092813491821  1.6849702596664429        2.5005125999450684            0.0                       0.6666666865348816       0.19783909618854523         1.799623966217041             2.68499755859375                  0.0                           1.0                          0.0831853523850441              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
-1.8496173620224       nan                   490    245.0      245.0         1.0     230                 261                 1.9991495609283447   5.643423080444336   2.33905029296875  12.0             1.3644530773162842   0.5682830214500427         6.38243293762207               0.71533203125              0.01806640625             0.7961701154708862           0.18950258195400238            2.4346303939819336                 0.53857421875                  0.0439453125                  1.1749504804611206               1.8828092813491821  1.6759010553359985        2.5005125999450684            0.0                       0.6666666865348816       0.2069082260131836          1.8720183372497559            2.9039316177368164                0.0                           1.0                          0.01079094409942627             0.028539134946186095     0.0017702903860481456    0.06944184144958854    0.7952075935900211   0.1967906951904297    0.5987663269042969     0.007536932014772901   0.007553605577413691    3.902811288833618
-1.6644225120544434    nan                   500    250.0      250.0         1.0     235                 266                 2.0396883487701416   5.2730326652526855  2.3331298828125   12.0             1.3644530773162842   0.6263068914413452         6.38243293762207               0.6982421875               0.01708984375             0.7381463050842285           0.16759151220321655            4.939391613006592                  0.59375                        0.0380859375                  1.1968616247177124               1.8828092813491821  1.0281143188476562        1.5582342147827148            0.0                       1.0                      0.8546950221061707          1.5377565622329712            1.924654483795166                 0.0                           1.0                          0.34505271911621094             -0.0018754412594716996   -0.00290598048013635     0.029151154740247875   1.3545038364827633   0.18963050842285156   0.3745460510253906     0.004556208092253655   0.00467462509550387     2.447239875793457
-0.8295700550079346    nan                   510    255.0      255.0         1.0     242                 269                 2.0655274391174316   4.845636367797852   2.339599609375    12.0             1.3644530773162842   0.6583046913146973         6.535123825073242              0.68701171875              0.0185546875              0.7061483263969421           0.1673954725265503             3.9305410385131836                 0.61181640625                  0.03857421875                 1.1970576047897339               1.8828092813491821  1.037183403968811         1.5854415893554688            0.0                       1.0                      0.8456258773803711          1.114126443862915             1.6206014156341553                0.0                           1.0                          0.7686827778816223              -0.003262735845055431    -0.005472977685712976    0.020942383096553385   0.8260949850082397   0.15099143981933594   0.2393169403076172     0.004256087668181863   0.004580574768624501    3.5597286224365234
-0.5581647157669067    nan                   520    260.0      260.0         1.0     245                 276                 2.036652088165283    5.139035701751709   2.3385009765625   12.0             1.3644530773162842   0.5289040207862854         6.535123825073242              0.74609375                 0.02001953125             0.835548996925354            0.15551283955574036            3.5418829917907715                 0.63037109375                  0.0380859375                  1.2089402675628662               1.8828092813491821  1.0281143188476562        1.5582342147827148            0.0                       1.0                      0.8546950221061707          1.077839970588684             1.5791276693344116                0.0                           1.0                          0.804969310760498               0.019220229471102357     -0.0013596691333077615   0.06433918862603605    1.1589695923030376   0.15126800537109375   0.41155433654785156    0.003434690097492421   0.0033896828499564435   3.3099820613861084
0.1417979747056961     nan                   530    265.0      265.0         1.0     248                 283                 2.049368381500244    5.116401672363281   2.33355712890625  12.0             1.3644530773162842   0.5056605339050293         6.535123825073242              0.755859375                0.02392578125             0.8587926030158997           0.15554527938365936            4.169573783874512                  0.64404296875                  0.04296875                    1.2089078426361084               1.8828092813491821  1.0190452337265015        1.5582342147827148            0.0                       1.0                      0.8637641072273254          1.0950369834899902            1.5791276693344116                0.0                           1.0                          0.7877721786499023              -0.0015935216360958293   -0.002013502704357961    0.017771400802303106   0.8465719595551491   0.13506126403808594   0.3320484161376953     0.004095109849004075   0.0043546760934987105   3.262848377227783
1.1930056810379028     0.15242695808410645   540    270.0      270.0         0.0     255                 286                 2.08514666557312     5.8636064529418945  2.33563232421875  12.0             1.3644530773162842   0.5373985767364502         6.38243293762207               0.73779296875              0.02099609375             0.827054500579834            0.15915445983409882            3.0523674488067627                 0.634765625                    0.03955078125                 1.205298662185669                1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.0816007852554321            1.5791276693344116                0.0                           1.0                          0.8012083172798157              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.1973094940185547     0.13785143196582794   550    275.0      275.0         0.0     261                 290                 2.092024326324463    5.138901710510254   2.3299560546875   12.0             1.3644530773162842   0.32042011618614197        5.560693264007568              0.828125                   0.02294921875             1.0440330505371094           0.1472424566745758             2.606269598007202                  0.67919921875                  0.04638671875                 1.2172106504440308               1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.0711493492126465            1.5791276693344116                0.0                           1.0                          0.8116599917411804              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.1980650424957275     0.13250623643398285   560    280.0      280.0         0.0     266                 295                 2.091982841491699    5.8090972900390625  2.3204345703125   12.0             1.3644530773162842   0.28151360154151917        6.535123825073242              0.845703125                0.02197265625             1.082939624786377            0.14946746826171875            3.9305410385131836                 0.68017578125                  0.04443359375                 1.214985728263855                1.8828092813491821  1.0281143188476562        1.5854415893554688            0.0                       1.0                      0.8546950221061707          1.1184124946594238            1.661773920059204                 0.0                           1.0                          0.7643966674804688              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.1937235593795776     0.13199016451835632   570    285.0      285.0         0.0     273                 298                 2.1039769649505615   6.054931640625      2.3101806640625   12.0             1.3644530773162842   0.2752167582511902         6.535123825073242              0.845703125                0.0224609375              1.0892363786697388           0.13374698162078857            3.494980812072754                  0.6865234375                   0.0390625                     1.2307060956954956               1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.1184124946594238            1.661773920059204                 0.0                           1.0                          0.7643966674804688              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
2.6686806678771973     nan                   580    290.0      290.0         1.0     279                 302                 2.096613645553589    5.057275772094727   2.30511474609375  12.0             1.3644530773162842   0.3175829350948334         5.072303771972656              0.83203125                 0.02197265625             1.0468701124191284           0.13487492501735687            3.494980812072754                  0.68359375                     0.0380859375                  1.2295781373977661               1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.0925453901290894            1.661773920059204                 0.0                           1.0                          0.7902638912200928              0.049360928940586746     0.0009016020430863136    0.10523743997327983    0.41593934688717127  0.19033050537109375   0.37682533264160156    0.00928751083847601    0.009007541186292656    2.4118101596832275
-1.0132502317428589    nan                   590    295.0      295.0         1.0     283                 308                 2.041707992553711    4.722917079925537   2.30560302734375  12.0             1.3644530773162842   0.26185062527656555        6.535123825073242              0.8515625                  0.021484375               1.102602481842041            0.11931069940328598            3.3593733310699463                 0.7041015625                   0.0341796875                  1.2451424598693848               1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.1275933980941772            1.661773920059204                 0.0                           1.0                          0.7552158236503601              0.0038366320804925635    0.0030025687046872918    0.021234014944639057   0.9782944172620773   0.2618675231933594    0.4829425811767578     0.008101516919850837   0.007951977073389571    3.017803907394409
1.2116279602050781     0.10756537318229675   600    300.0      300.0         0.0     288                 313                 2.03550124168396     5.369818687438965   2.30535888671875  12.0             1.3644530773162842   0.21059128642082214        6.535123825073242              0.8798828125               0.021484375               1.1538618803024292           0.10859048366546631            2.6559805870056152                 0.72998046875                  0.0322265625                  1.2558625936508179               1.8828092813491821  1.0281143188476562        1.5854415893554688            0.0                       1.0                      0.8546950221061707          1.1275933980941772            1.661773920059204                 0.0                           1.0                          0.7552158236503601              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.2173715829849243     0.11216893792152405   610    305.0      305.0         0.0     292                 319                 2.002540111541748    5.865020275115967   2.30718994140625  12.0             1.3644530773162842   0.34184348583221436        4.986569404602051              0.822265625                0.01904296875             1.0226095914840698           0.11615075916051865            2.6559805870056152                 0.69140625                     0.03076171875                 1.2483023405075073               1.8828092813491821  1.0190452337265015        1.5582342147827148            0.0                       1.0                      0.8637641072273254          1.059810757637024             1.5582342147827148                0.0                           1.0                          0.8229985237121582              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.1780091524124146     0.13282619416713715   620    310.0      310.0         0.0     297                 324                 1.9886746406555176   5.6331963539123535  2.29266357421875  12.0             1.3644530773162842   0.5249516367912292         6.535123825073242              0.74560546875              0.01953125                0.8395014405250549           0.13794663548469543            3.0203261375427246                 0.638671875                    0.03173828125                 1.2265064716339111               1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.0666356086730957            1.5487942695617676                0.0                           1.0                          0.8161735534667969              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
-0.5695146918296814    nan                   630    315.0      315.0         1.0     301                 330                 1.8954861164093018   6.840796947479248   2.291748046875    12.0             1.3644530773162842   0.3682255446910858         5.461189270019531              0.81787109375              0.00634765625             0.9962276220321655           0.10390521585941315            2.7290902137756348                 0.7080078125                   0.0185546875                  1.2605478763580322               1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.1007376909255981            1.5582342147827148                0.0                           1.0                          0.782071590423584               0.02459348921547644      0.003044281515030889     0.05659504444338381    0.6748314741998911   0.24267005920410156   0.5971641540527344     0.0106300832121633     0.010613243768602842    2.5335075855255127
2.682457208633423      nan                   640    320.0      320.0         1.0     306                 335                 1.7217776775360107   6.33915901184082    2.305419921875    12.0             1.3644530773162842   0.27096977829933167        4.359244346618652              0.85009765625              0.0029296875              1.093483328819275            0.07534696906805038            2.7290902137756348                 0.7265625                      0.01025390625                 1.2891061305999756               1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.064302921295166             1.5582342147827148                0.0                           1.0                          0.8185064196586609              0.013871653951355256     0.004764378689287696     0.03192355006467551    0.6854499839246273   0.22459983825683594   0.5997962951660156     0.006001009120154777   0.006165139752738469    0.24914240837097168
0.16147130727767944    nan                   650    325.0      325.0         1.0     313                 338                 1.6466370820999146   7.005785942077637   2.35205078125     12.0             1.3644530773162842   0.2720256447792053         4.359244346618652              0.85498046875              0.00341796875             1.0924274921417236           0.07596805691719055            2.7290902137756348                 0.73828125                     0.0107421875                  1.288485050201416                1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.058079481124878             1.5582342147827148                0.0                           1.0                          0.8247297406196594              0.014996960147982463     -0.004455635396880098    0.051022778963670135   0.605879407376051    0.14794349670410156   0.4415760040283203     0.003663203151518246   0.0034950635345012415   2.553131341934204
-3.0695419311523438    nan                   660    330.0      330.0         1.0     319                 342                 1.5455029010772705   4.950061321258545   2.38592529296875  12.0             1.3644530773162842   0.340991735458374          6.235342979431152              0.82177734375              0.00341796875             1.0234613418579102           0.08201879262924194            2.7290902137756348                 0.732421875                    0.0126953125                  1.282434344291687                1.8828092813491821  2.0508248805999756        3.598076820373535             0.0                       1.0                      -0.168015718460083          1.0583767890930176            1.5582342147827148                0.0                           1.0                          0.8244324326515198              0.0395811446942389       -0.008234012748289388    0.11160822887904942    0.7988957222551107   0.2144947052001953    0.5771160125732422     0.01764674133301014    0.018703334188103327    3.6897799968719482
1.2459194660186768     0.08004818111658096   670    335.0      335.0         0.0     323                 348                 1.3901753425598145   6.689019680023193   2.38287353515625  12.0             1.3644530773162842   0.32188862562179565        6.235342979431152              0.82666015625              0.00341796875             1.0425646305084229           0.08044828474521637            3.547049045562744                  0.72607421875                  0.01123046875                 1.284004807472229                1.8828092813491821  2.032686710357666         3.598076820373535             0.0                       1.0                      -0.14987747371196747        1.0628873109817505            1.5582342147827148                0.0                           1.0                          0.8199219107627869              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.2489380836486816     0.07144945114850998   680    340.0      340.0         0.0     328                 353                 1.295719861984253    5.737390518188477   2.4114990234375   12.0             1.3644530773162842   0.3013063967227936         4.904177665710449              0.837890625                0.00341796875             1.0631468296051025           0.0756034329533577             2.7290902137756348                 0.74951171875                  0.0087890625                  1.2888497114181519               1.8828092813491821  1.7265812158584595        2.679760456085205             0.0                       1.0                      0.1562279909849167          1.0553089380264282            1.5582342147827148                0.0                           1.0                          0.8275003433227539              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.2608585357666016     0.06686311960220337   690    345.0      345.0         0.0     334                 357                 1.2354512214660645   4.9434404373168945  2.44854736328125  12.0             1.3644530773162842   0.30602315068244934        4.223152160644531              0.83203125                 0.0009765625              1.0584299564361572           0.07430053502321243            2.7290902137756348                 0.75390625                     0.00927734375                 1.2901525497436523               1.8828092813491821  1.4354411363601685        1.8063403367996216            0.0                       1.0                      0.4473680555820465          1.0567573308944702            1.5582342147827148                0.0                           1.0                          0.8260518908500671              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
-1.6744493246078491    nan                   700    350.0      350.0         1.0     340                 361                 1.1925764083862305   5.089219570159912   2.49786376953125  12.0             1.3644530773162842   0.3220962882041931         4.067670822143555              0.8251953125               0.00146484375             1.0423569679260254           0.07319500297307968            2.7290902137756348                 0.73876953125                  0.0087890625                  1.2912580966949463               1.8828092813491821  1.4354411363601685        1.8063403367996216            0.0                       1.0                      0.4473680555820465          1.059810757637024             1.5582342147827148                0.0                           1.0                          0.8229985237121582              0.018491123511921614     -0.0039363828545901924   0.06128122645895928    0.8213106784969568   0.20340919494628906   0.5960597991943359     0.016100992739666253   0.016876127526302298    3.704127311706543
1.2631491422653198     0.06255810707807541   710    355.0      355.0         0.0     345                 366                 1.1281570196151733   4.667854309082031   2.494384765625    12.0             1.3644530773162842   0.25664153695106506        4.904177665710449              0.85498046875              0.00146484375             1.1078115701675415           0.06495709717273712            3.3218729496002197                 0.76953125                     0.00732421875                 1.299496054649353                1.8828092813491821  1.4354411363601685        1.8063403367996216            0.0                       1.0                      0.4473680555820465          1.0569283962249756            1.5582342147827148                0.0                           1.0                          0.8258808255195618              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
0.2934020161628723     nan                   720    360.0      360.0         1.0     349                 372                 1.0478886365890503   4.497172832489014   2.4971923828125   12.0             1.3644530773162842   0.16944721341133118        4.067670822143555              0.89453125                 0.001953125               1.195006012916565            0.0593644380569458             2.6559805870056152                 0.77197265625                  0.0087890625                  1.3050886392593384               1.8828092813491821  2.5549733638763428        5.137729167938232             0.0                       1.0                      -0.6721640229225159         1.0614534616470337            1.5582342147827148                0.0                           1.0                          0.8213558197021484              0.01168310278444551      -0.0010820860970852664   0.0445592807373032     0.9514451771974564   0.18930816650390625   0.3971595764160156     0.006327558490738738   0.006392173461790662    1.238860011100769
1.2770516872406006     0.06252998113632202   730    365.0      365.0         0.0     353                 378                 0.987270712852478    4.250109672546387   2.4666748046875   12.0             1.3644530773162842   0.21004289388656616        4.067670822143555              0.873046875                0.0029296875              1.1544102430343628           0.06022825464606285            2.7290902137756348                 0.767578125                    0.00732421875                 1.3042248487472534               1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.0553233623504639            1.5582342147827148                0.0                           1.0                          0.8274858593940735              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.2656240463256836     0.06349049508571625   740    370.0      370.0         0.0     360                 381                 1.0066149234771729   5.95158576965332    2.51165771484375  12.0             1.3644530773162842   0.21812716126441956        4.067670822143555              0.87109375                 0.00341796875             1.1463260650634766           0.06450755894184113            3.3218729496002197                 0.7705078125                   0.0078125                     1.299945592880249                1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.0553233623504639            1.5582342147827148                0.0                           1.0                          0.8274858593940735              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.253476619720459      0.08155412971973419   750    375.0      375.0         0.0     365                 386                 1.0065380334854126   5.445773124694824   2.51092529296875  12.0             1.3644530773162842   0.21971669793128967        5.461189270019531              0.8681640625               0.0029296875              1.144736409187317            0.07500539720058441            2.6559805870056152                 0.73974609375                  0.01025390625                 1.2894477844238281               1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.0838993787765503            1.5582342147827148                0.0                           1.0                          0.7989099025726318              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
-1.9370090961456299    nan                   760    380.0      380.0         1.0     368                 393                 0.974291980266571    5.809261322021484   2.5126953125      12.0             1.3644530773162842   0.18796706199645996        5.692458629608154              0.8857421875               0.001953125               1.1764861345291138           0.06672453880310059            3.3218729496002197                 0.75                           0.00927734375                 1.2977285385131836               1.8828092813491821  1.0099760293960571        1.5582342147827148            0.0                       1.0                      0.872833251953125           1.084191083908081             1.5582342147827148                0.0                           1.0                          0.7986181378364563              0.017368395085213706     -0.0030717280897079036   0.0574363375781104     0.8278045728802681   0.19666481018066406   0.4725322723388672     0.005387397097365465   0.005494820998137584    2.215892791748047
-3.304764747619629     nan                   770    385.0      385.0         1.0     373                 398                 0.9700282216072083   4.475666522979736   2.51153564453125  12.0             1.3644530773162842   0.23413078486919403        5.461189270019531              0.861328125                0.001953125               1.1303224563598633           0.0677684098482132             2.666353940963745                  0.73876953125                  0.00830078125                 1.296684741973877                1.8828092813491821  0.9940178990364075        1.5487942695617676            0.0                       1.0                      0.8887913227081299          1.0456587076187134            1.5487942695617676                0.0                           1.0                          0.8371505737304688              0.010643312853062525     0.00031447411674889736   0.04219515167642385    1.0768737308681011   0.18709182739257812   0.4974498748779297     0.005162042880328954   0.00502730540210905     2.5212955474853516
-3.798295021057129     nan                   780    390.0      390.0         1.0     378                 403                 0.9695020914077759   4.753613471984863   2.52142333984375  12.0             1.3644530773162842   0.17258000373840332        5.461189270019531              0.896484375                0.001953125               1.1918730735778809           0.05817139893770218            3.3218729496002197                 0.7578125                      0.009765625                   1.3062818050384521               1.8828092813491821  0.9809815883636475        1.5292398929595947            0.0                       1.0                      0.9018276333808899          1.0295242071151733            1.5292398929595947                0.0                           1.0                          0.8532851338386536              0.029157495009712875     0.015015121920441743     0.050124399713240564   1.0919826924800873   0.45462608337402344   0.4265098571777344     0.018710999807808548   0.018619595823111013    3.0086164474487305
1.286949872970581      nan                   790    395.0      395.0         1.0     385                 406                 0.9994311928749084   4.653366565704346   2.54888916015625  12.0             1.3644530773162842   0.13162672519683838        3.482605218887329              0.9091796875               0.00244140625             1.2328264713287354           0.055623188614845276           3.3218729496002197                 0.7666015625                   0.00830078125                 1.3088299036026                  1.8828092813491821  0.9809815883636475        1.5292398929595947            0.0                       1.0                      0.9018276333808899          1.036009669303894             1.5292398929595947                0.0                           1.0                          0.8467996716499329              0.01886458182707429      -0.003010111384355696    0.05628346721641719    0.6267040371894836   0.2353191375732422    0.4518547058105469     0.008475473121507093   0.008699969956069253    2.5119986534118652
3.148747444152832      nan                   800    400.0      400.0         1.0     389                 412                 0.9740923047065735   4.93089485168457    2.5556640625      12.0             1.3644530773162842   0.16591574251651764        4.4933857917785645             0.8935546875               0.0009765625              1.1985373497009277           0.05006081610918045            2.6559805870056152                 0.78857421875                  0.00732421875                 1.314392328262329                1.8828092813491821  0.9874997138977051        1.5292398929595947            0.0                       1.0                      0.8953094482421875          1.0307625532150269            1.5292398929595947                0.0                           1.0                          0.8520467281341553              0.0016644057686789893    -0.005058962389739463    0.020652794744819403   0.3603029288351536   0.11522102355957031   0.3625926971435547     0.004658329467929434   0.0046510031970683485   0.7140157222747803
-0.7726169228553772    nan                   810    405.0      405.0         1.0     393                 418                 0.9413177967071533   5.015249729156494   2.559326171875    12.0             1.3644530773162842   0.15423525869846344        4.291208744049072              0.8984375                  0.0009765625              1.2102179527282715           0.05027564615011215            2.6559805870056152                 0.80517578125                  0.00732421875                 1.3141776323318481               1.8828092813491821  0.9906463623046875        1.5292398929595947            0.0                       1.0                      0.8921627998352051          1.009825348854065             1.5292398929595947                0.0                           1.0                          0.8729837536811829              0.00828646490117535      0.0007059960662445519    0.0329386149533093     0.8888839036226273   0.19515609741210938   0.46752166748046875    0.00679683436464984    0.006931759406143101    2.1846327781677246
3.946885108947754      nan                   820    410.0      410.0         1.0     398                 423                 0.932995080947876    7.186873435974121   2.5889892578125   12.0             1.3644530773162842   0.1346743106842041         4.4933857917785645             0.91162109375              0.0009765625              1.22977876663208             0.04754122719168663            2.6559805870056152                 0.81640625                     0.0068359375                  1.3169119358062744               1.8828092813491821  0.9940178990364075        1.5292398929595947            0.0                       1.0                      0.8887913227081299          0.9988648295402527            1.5292398929595947                0.0                           1.0                          0.8839443325996399              0.012687545822700486     -0.0009597080206731334   0.03451185312587768    0.3608672758564353   0.14160537719726562   0.33292198181152344    0.00745911653211806    0.007233355281641707    1.8721739053726196
1.2719542980194092     0.045301325619220734  830    415.0      415.0         0.0     401                 430                 0.896845817565918    4.268398284912109   2.57391357421875  12.0             1.3644530773162842   0.10335740447044373        4.277558326721191              0.92431640625              0.001953125               1.2610957622528076           0.04514636844396591            2.6559805870056152                 0.8115234375                   0.00830078125                 1.31930673122406                 1.8828092813491821  1.0036827325820923        1.5487942695617676            0.0                       1.0                      0.8791265487670898          1.0373777151107788            1.5487942695617676                0.0                           1.0                          0.8454315662384033              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.2770018577575684     0.04679105430841446   840    420.0      420.0         0.0     409                 432                 0.9378692507743835   6.227451324462891   2.636962890625    12.0             1.3644530773162842   0.11820100992918015        4.291208744049072              0.92138671875              0.001953125               1.2462520599365234           0.04572201147675514            2.6559805870056152                 0.80419921875                  0.0087890625                  1.3187311887741089               1.8828092813491821  0.9940178990364075        1.5292398929595947            0.0                       1.0                      0.8887913227081299          1.0308594703674316            1.5292398929595947                0.0                           1.0                          0.8519496917724609              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
1.2832365036010742     0.045154642313718796  850    425.0      425.0         0.0     417                 434                 0.9688180685043335   6.027063846588135   2.68817138671875  12.0             1.3644530773162842   0.12496205419301987        4.277558326721191              0.91650390625              0.001953125               1.2394909858703613           0.04496508836746216            2.7449536323547363                 0.798828125                    0.0078125                     1.3194879293441772               1.8828092813491821  0.9940178990364075        1.5292398929595947            0.0                       1.0                      0.8887913227081299          1.0443072319030762            1.5487942695617676                0.0                           1.0                          0.8385019898414612              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
-0.7386358976364136    nan                   860    430.0      430.0         1.0     421                 440                 0.944718599319458    4.225516319274902   2.68841552734375  12.0             1.3644530773162842   0.12835796177387238        5.461189270019531              0.916015625                0.00146484375             1.2360951900482178           0.046791449189186096           2.6559805870056152                 0.80419921875                  0.00927734375                 1.3176617622375488               1.8828092813491821  1.0068293809890747        1.5582342147827148            0.0                       1.0                      0.8759799003601074          1.0443072319030762            1.5487942695617676                0.0                           1.0                          0.8385019898414612              0.0043505480425665155    0.0027908001975447405    0.0171349968877621     0.7007750831544399   0.15029144287109375   0.403228759765625      0.009607892694475595   0.009401818824699149    2.135209083557129
1.2911696434020996     0.05559658631682396   870    435.0      435.0         0.0     426                 445                 0.9434186220169067   4.347296714782715   2.69232177734375  12.0             1.3644530773162842   0.16027534008026123        5.461189270019531              0.90087890625              0.001953125               1.2041778564453125           0.05283034220337868            2.6913504600524902                 0.80810546875                  0.00830078125                 1.3116226196289062               1.8828092813491821  1.0068293809890747        1.5582342147827148            0.0                       1.0                      0.8759799003601074          1.030690312385559             1.5487942695617676                0.0                           1.0                          0.8521189093589783              nan                      nan                      nan                    nan                  nan                   nan                    nan                    nan                     nan
